Investigator,Lena and Yossi,Time (s),Electrode,Amplitude (mV)
,,00164.089200,C3_43,0.053
,,00164.129600,C3_43,0.043
,,00164.156640,C3_43,0.042
,,00164.209440,C3_43,0.047
,,00164.305920,B6_23,0.057
,,00164.340160,A2_44,0.05
,,00164.343040,A2_44,0.04
,,00164.350000,A2_44,0.039
,,00164.352080,A2_21,0.041
,,00164.353360,A2_44,0.043
,,00164.355840,A2_44,0.025
,,00164.358880,A2_33,0.055
,,00164.362320,A2_33,0.036
,,00164.362560,A2_44,0.096
,,00164.365120,A2_44,0.057
,,00164.365520,C3_43,0.046
,,00164.366160,A2_22,0.042
,,00164.373840,A2_44,0.056
,,00164.374000,A2_33,0.037
,,00164.376080,A2_43,0.023
,,00164.376160,A2_42,0.04
,,00164.380160,A2_44,0.062
,,00164.384640,A2_44,0.058
,,00164.385680,A2_42,0.042
,,00164.386640,A2_33,0.044
,,00164.387520,A2_44,0.055
,,00164.388400,A2_22,0.031
,,00164.388480,A2_32,0.036
,,00164.388720,C3_12,0.123
,,00164.390000,A2_42,0.026
,,00164.390880,A2_43,0.027
,,00164.394720,A2_44,0.057
,,00164.396960,A2_44,0.05
,,00164.406160,A2_44,0.052
,,00164.408560,C3_22,0.247
,,00164.411120,C3_22,0.024
,,00164.414160,A2_44,0.046
,,00164.416160,A2_22,0.035
,,00164.425920,A2_44,0.061
,,00164.428480,B2_31,0.064
,,00164.429840,A2_43,0.04
,,00164.431280,A2_21,0.037
,,00164.431280,A2_44,0.051
,,00164.437920,B2_31,0.059
,,00164.441200,C3_12,0.111
,,00164.442800,A2_44,0.05
,,00164.454320,A2_44,0.085
,,00164.484880,C3_43,0.045
,,00164.501760,C3_13,0.044
,,00164.503760,A2_44,0.029
,,00164.527440,A2_44,0.051
,,00164.554240,C3_13,0.044
,,00164.554800,A2_44,0.046
,,00164.635680,A2_44,0.052
,,00164.639600,B3_44,0.057
,,00164.662720,A2_44,0.047
,,00164.705680,A2_44,0.042
,,00164.715440,D6_33,0.042
,,00164.733600,D6_33,0.047
,,00164.737840,A2_44,0.061
,,00164.758640,D6_33,0.059
,,00164.758880,B6_23,0.065
,,00164.763600,C3_43,0.056
,,00164.764080,D3_42,0.04
,,00164.781200,A2_44,0.041
,,00164.787200,D3_24,0.043
,,00164.803440,D6_21,0.042
,,00164.857760,A2_44,0.079
,,00164.860080,B6_23,0.056
,,00164.883440,D6_33,0.049
,,00164.887920,A2_44,0.043
,,00164.890720,C3_43,0.053
,,00164.894400,A2_44,0.03
,,00164.941280,C3_43,0.057
,,00164.965840,A2_44,0.054
,,00164.968240,A2_44,0.046
,,00164.991440,A2_44,0.054
,,00165.027840,A2_44,0.054
,,00165.038160,B3_22,0.148
,,00165.074720,C3_43,0.058
,,00165.149280,C3_43,0.048
,,00165.204160,C3_12,0.132
,,00165.253280,B3_22,0.162
,,00165.291280,C3_43,0.051
,,00165.313920,B6_23,0.058
,,00165.335600,B2_31,0.059
,,00165.339760,D5_33,0.063
,,00165.346400,D5_43,0.035
,,00165.348000,B2_32,0.033
,,00165.350640,D5_43,0.037
,,00165.353440,A2_44,0.053
,,00165.389600,D5_33,0.063
,,00165.400960,B6_23,0.056
,,00165.415920,D5_33,0.049
,,00165.437200,D5_43,0.05
,,00165.469760,C3_43,0.041
,,00165.523760,A2_44,0.056
,,00165.529040,B6_41,0.027
,,00165.545680,B6_23,0.048
,,00165.549120,B6_23,0.061
,,00165.632000,B6_23,0.04
,,00165.634560,B6_23,0.057
,,00165.645680,D6_33,0.036
,,00165.656800,B6_21,0.034
,,00165.658000,B6_23,0.037
,,00165.706800,B6_41,0.023
,,00165.715360,C3_43,0.05
,,00165.731600,B6_23,0.059
,,00165.740400,B6_24,0.036
,,00165.747280,A4_23,0.055
,,00165.759360,B6_41,0.013
,,00165.767840,B6_21,0.033
,,00165.822400,B6_23,0.04
,,00165.824720,B6_23,0.056
,,00165.831280,A4_33,0.038
,,00165.872480,B6_41,0.02
,,00165.886640,B6_23,0.052
,,00165.912400,B6_41,0.02
,,00165.925360,B6_23,0.047
,,00165.928080,B6_23,0.07
,,00165.942240,A2_44,0.059
,,00165.981200,B6_41,0.016
,,00166.005840,B6_23,0.058
,,00166.136800,C3_43,0.065
,,00166.140800,B6_41,0.02
,,00166.156160,A2_44,0.051
,,00166.156880,B6_23,0.051
,,00166.222800,B6_41,0.02
,,00166.237920,B6_41,0.018
,,00166.317360,C3_43,0.052
,,00166.389120,B2_32,0.031
,,00166.406320,A2_44,0.056
,,00166.481440,C3_13,0.05
,,00166.587040,B3_44,0.061
,,00166.623280,C3_43,0.058
,,00166.755520,C3_43,0.046
,,00166.762400,D3_42,0.049
,,00166.771520,A2_44,0.058
,,00166.799840,B2_32,0.04
,,00166.828320,B3_22,0.152
,,00166.828800,A1_43,0.062
,,00166.872000,D3_42,0.037
,,00166.892560,C3_43,0.051
,,00166.938160,B2_32,0.035
,,00167.171200,C3_43,0.05
,,00167.180400,A5_24,0.09
,,00167.278720,A2_44,0.072
,,00167.309040,A2_44,0.068
,,00167.338400,B2_32,0.037
,,00167.377040,A2_44,0.062
,,00167.394800,A2_44,0.071
,,00167.469600,D4_23,0.029
,,00167.497280,A4_31,0.039
,,00167.526960,A2_44,0.055
,,00167.584480,A4_33,0.136
,,00167.593680,B3_44,0.072
,,00167.771920,A1_43,0.052
,,00167.798480,B2_32,0.04
,,00167.812800,D1_42,0.033
,,00167.866960,D1_42,0.043
,,00167.869920,D1_22,0.028
,,00167.917120,D2_34,0.066
,,00167.953440,A2_44,0.053
,,00168.200800,A2_44,0.07
,,00168.216800,B3_32,0.059
,,00168.220320,B3_22,0.092
,,00168.220960,B3_32,0.055
,,00168.223680,B3_32,0.032
,,00168.227680,B3_42,0.039
,,00168.231600,B3_42,0.04
,,00168.315040,B3_32,0.034
,,00168.368640,B3_22,0.168
,,00168.384320,A2_44,0.052
,,00168.415680,B3_22,0.149
,,00168.454640,A2_44,0.08
,,00168.456640,B3_42,0.067
,,00168.459760,B6_41,0.013
,,00168.512160,B3_22,0.135
,,00168.512800,B3_42,0.034
,,00168.524720,B3_42,0.048
,,00168.525840,B6_23,0.063
,,00168.531280,B6_41,0.023
,,00168.532960,B3_32,0.052
,,00168.534320,B6_23,0.045
,,00168.549040,C4_34,0.04
,,00168.551680,C4_34,0.042
,,00168.560240,B3_32,0.044
,,00168.569840,B6_23,0.037
,,00168.574640,B3_32,0.048
,,00168.602880,B6_12,0.029
,,00168.623520,B6_23,0.062
,,00168.624640,C4_23,0.033
,,00168.668480,A2_44,0.049
,,00168.678000,B6_23,0.052
,,00168.684640,B6_41,0.021
,,00168.703760,B3_44,0.066
,,00168.729440,B6_41,0.015
,,00168.748480,B6_23,0.05
,,00168.758400,A1_43,0.053
,,00168.788640,B6_41,0.027
,,00168.832160,D3_24,0.046
,,00168.832400,D3_42,0.036
,,00168.846160,B2_32,0.033
,,00168.851920,D3_24,0.037
,,00168.857920,D3_24,0.032
,,00168.861040,D3_42,0.041
,,00168.862800,B6_41,0.024
,,00168.862960,A2_44,0.05
,,00168.863760,B6_21,0.032
,,00168.869520,D3_24,0.039
,,00168.882480,D3_42,0.045
,,00168.892800,D3_23,0.037
,,00168.899120,D3_24,0.048
,,00168.909200,D3_42,0.053
,,00168.910400,D3_22,0.04
,,00168.926880,D3_24,0.037
,,00168.962560,B6_23,0.053
,,00168.969920,D3_42,0.036
,,00168.980880,B6_41,0.021
,,00168.982080,D3_22,0.045
,,00168.990080,B6_41,0.016
,,00168.996400,D3_42,0.042
,,00169.005200,A2_44,0.055
,,00169.050240,B3_44,0.062
,,00169.304080,A2_44,0.063
,,00169.378000,B3_44,0.056
,,00169.403360,A1_43,0.059
,,00169.425840,B3_22,0.16
,,00169.438480,A6_14,0.042
,,00169.443120,A2_44,0.051
,,00169.444400,A4_23,0.044
,,00169.615840,A2_44,0.052
,,00169.681440,B2_32,0.04
,,00169.870640,A2_44,0.045
,,00169.874400,A2_44,0.035
,,00169.933040,A2_44,0.061
,,00169.942080,D2_34,0.07
,,00169.985360,D2_21,0.034
,,00170.017920,D2_21,0.089
,,00170.020160,D2_21,0.063
,,00170.023760,A2_44,0.072
,,00170.037920,D2_34,0.07
,,00170.095920,B6_23,0.061
,,00170.132160,D2_21,0.083
,,00170.159840,B3_22,0.164
,,00170.174080,A2_44,0.054
,,00170.354960,B3_44,0.057
,,00170.361920,B2_32,0.03
,,00170.416960,A2_44,0.06
,,00170.552080,B3_22,0.156
,,00170.565200,B2_32,0.036
,,00170.594720,A2_44,0.063
,,00170.711600,B2_32,0.033
,,00170.772560,A2_44,0.065
,,00170.778320,B2_31,0.062
,,00170.791680,B2_31,0.059
,,00170.819040,B3_32,0.03
,,00170.820160,B3_22,0.04
,,00170.820160,D2_34,0.068
,,00170.827040,B3_42,0.043
,,00170.828720,B3_32,0.034
,,00170.829520,B3_22,0.192
,,00170.852800,B3_32,0.054
,,00170.866640,B3_22,0.145
,,00170.871200,B3_42,0.029
,,00170.871840,B3_32,0.037
,,00170.887440,B3_22,0.127
,,00170.890240,B3_22,0.065
,,00170.891760,B3_32,0.048
,,00170.892480,B3_22,0.133
,,00170.896000,B3_22,0.036
,,00170.909520,B3_22,0.161
,,00170.912400,B3_22,0.038
,,00170.914160,B3_32,0.05
,,00170.925520,A2_44,0.061
,,00171.003040,B6_23,0.053
,,00171.082960,A2_44,0.057
,,00171.167920,D3_41,0.018
,,00171.170960,A4_23,0.049
,,00171.187280,D3_24,0.039
,,00171.188720,A4_23,0.046
,,00171.207440,A4_41,0.021
,,00171.215680,B3_44,0.066
,,00171.216320,D3_41,0.016
,,00171.219040,A4_33,0.048
,,00171.226560,A2_44,0.062
,,00171.227280,A4_41,0.016
,,00171.230240,A4_41,0.016
,,00171.230880,D3_41,0.026
,,00171.232240,A4_33,0.148
,,00171.232960,A4_23,0.045
,,00171.236480,A4_14,0.036
,,00171.239520,D3_33,0.037
,,00171.240400,A4_41,0.017
,,00171.243120,D3_33,0.041
,,00171.247360,D3_24,0.039
,,00171.249760,D3_33,0.036
,,00171.252560,A4_33,0.143
,,00171.254240,A4_41,0.022
,,00171.256080,D3_41,0.017
,,00171.258480,D3_41,0.018
,,00171.261600,D3_33,0.033
,,00171.263280,D3_24,0.052
,,00171.275440,D3_32,0.038
,,00171.293120,A4_33,0.12
,,00171.301360,D3_32,0.029
,,00171.306000,D3_33,0.027
,,00171.306560,D3_41,0.014
,,00171.323520,A4_33,0.105
,,00171.324240,D3_33,0.047
,,00171.333120,D3_33,0.038
,,00171.350800,A4_23,0.049
,,00171.358800,D3_24,0.048
,,00171.364800,A2_44,0.054
,,00171.371200,A4_33,0.04
,,00171.373840,A4_33,0.103
,,00171.387760,A1_43,0.059
,,00171.399040,D3_24,0.048
,,00171.403360,A4_33,0.076
,,00171.445520,D2_21,0.042
,,00171.460320,A4_33,0.088
,,00171.497200,B6_23,0.06
,,00171.524560,A2_44,0.048
,,00171.530960,D3_33,0.041
,,00171.554880,D2_34,0.062
,,00171.558960,B2_32,0.032
,,00171.606800,D3_24,0.037
,,00171.619280,D3_24,0.036
,,00171.674000,D3_24,0.033
,,00171.684080,C3_43,0.071
,,00171.688160,C3_11,0.037
,,00171.688400,C3_24,0.32
,,00171.690960,C3_24,0.029
,,00171.693360,A2_44,0.052
,,00171.701840,C3_24,0.322
,,00171.704320,C3_24,0.03
,,00171.705040,C3_12,0.124
,,00171.725520,C3_13,0.046
,,00171.729440,C3_24,0.055
,,00171.731840,C3_11,0.045
,,00171.733040,C3_12,0.066
,,00171.742080,C3_12,0.128
,,00171.742960,C3_24,0.304
,,00171.745520,C3_24,0.022
,,00171.748800,C3_24,0.033
,,00171.757280,D3_42,0.037
,,00171.804800,D3_24,0.036
,,00171.834560,D3_24,0.058
,,00171.836800,A2_44,0.055
,,00171.856400,C3_13,0.043
,,00171.884640,D3_23,0.038
,,00171.898080,D3_42,0.042
,,00171.918640,B6_23,0.06
,,00171.961600,B2_32,0.036
,,00171.980720,B2_22,0.043
,,00171.987520,D5_33,0.066
,,00172.015280,D5_33,0.043
,,00172.040640,A2_44,0.058
,,00172.059440,D2_34,0.06
,,00172.076320,B2_34,0.057
,,00172.085600,D2_34,0.07
,,00172.090800,B2_31,0.064
,,00172.098800,B2_34,0.056
,,00172.099920,B2_31,0.061
,,00172.105840,B3_44,0.063
,,00172.115280,A5_24,0.08
,,00172.116800,A1_43,0.062
,,00172.130640,B2_22,0.039
,,00172.139680,B2_31,0.055
,,00172.169760,B2_32,0.039
,,00172.180960,D2_21,0.032
,,00172.196960,B2_34,0.045
,,00172.198560,B2_32,0.028
,,00172.204080,D5_43,0.029
,,00172.204800,B6_23,0.056
,,00172.206000,B2_32,0.033
,,00172.211680,B1_14,0.028
,,00172.214240,B2_32,0.034
,,00172.216000,A2_44,0.051
,,00172.230720,B2_34,0.045
,,00172.245680,B2_32,0.033
,,00172.265760,D2_34,0.127
,,00172.286880,B6_41,0.023
,,00172.304560,B2_32,0.031
,,00172.334400,B6_41,0.013
,,00172.342320,D2_21,0.1
,,00172.345360,B6_21,0.032
,,00172.349600,A2_44,0.055
,,00172.350320,B3_22,0.161
,,00172.350960,D5_13,0.029
,,00172.353520,D2_21,0.066
,,00172.355680,B2_32,0.034
,,00172.357120,D5_33,0.038
,,00172.360800,B3_22,0.137
,,00172.368320,B6_31,0.038
,,00172.380720,B6_21,0.047
,,00172.385760,B6_23,0.067
,,00172.386480,B6_21,0.039
,,00172.389920,B6_23,0.061
,,00172.394240,D5_44,0.038
,,00172.414320,B6_41,0.023
,,00172.425520,D5_33,0.037
,,00172.457200,D3_22,0.043
,,00172.478480,B6_41,0.027
,,00172.574560,B3_22,0.109
,,00172.574880,B3_42,0.07
,,00172.575840,B3_41,0.015
,,00172.576800,B3_22,0.083
,,00172.576960,B3_32,0.05
,,00172.577520,B3_42,0.058
,,00172.579200,B3_22,0.148
,,00172.582480,B3_22,0.037
,,00172.589440,B3_32,0.044
,,00172.596560,B6_41,0.021
,,00172.604080,B6_21,0.037
,,00172.607040,B3_22,0.122
,,00172.610640,B6_23,0.051
,,00172.611200,A2_44,0.057
,,00172.628560,B6_41,0.025
,,00172.636960,B3_42,0.034
,,00172.656800,B3_22,0.037
,,00172.661760,B3_42,0.108
,,00172.662080,B3_32,0.03
,,00172.663200,B3_22,0.042
,,00172.665280,B3_42,0.072
,,00172.665920,B3_22,0.079
,,00172.667360,A2_44,0.037
,,00172.671360,B3_41,0.018
,,00172.672080,B3_22,0.081
,,00172.674960,B3_22,0.051
,,00172.676480,B3_42,0.054
,,00172.680560,B3_22,0.06
,,00172.682080,D3_42,0.036
,,00172.684880,B3_22,0.048
,,00172.686880,B3_42,0.054
,,00172.687440,B3_22,0.133
,,00172.687840,B3_44,0.048
,,00172.690560,B3_22,0.109
,,00172.690720,B3_41,0.015
,,00172.691200,B3_42,0.041
,,00172.694480,B3_22,0.085
,,00172.696240,B3_42,0.036
,,00172.697680,B3_22,0.051
,,00172.701040,B3_22,0.033
,,00172.702960,B3_42,0.031
,,00172.703120,B3_41,0.017
,,00172.713040,B6_41,0.019
,,00172.714000,B3_44,0.057
,,00172.717680,B3_22,0.039
,,00172.724480,A2_44,0.052
,,00172.735520,B3_41,0.016
,,00172.751440,B3_12,0.042
,,00172.753760,A4_33,0.049
,,00172.754960,B3_42,0.037
,,00172.758640,B3_22,0.063
,,00172.762880,B3_22,0.053
,,00172.774720,B6_23,0.056
,,00172.783360,B3_22,0.044
,,00172.784080,A2_44,0.052
,,00172.784960,B6_41,0.015
,,00172.790080,B3_22,0.06
,,00172.802320,B3_42,0.035
,,00172.804080,D3_24,0.045
,,00172.817280,B3_22,0.064
,,00172.821600,B3_22,0.049
,,00172.837280,B3_42,0.03
,,00172.839840,D3_24,0.045
,,00172.849360,B6_23,0.054
,,00172.855680,B3_22,0.043
,,00172.859120,B3_22,0.043
,,00172.859440,A2_44,0.091
,,00172.868720,A1_43,0.054
,,00172.891280,B3_42,0.027
,,00172.899360,A1_43,0.053
,,00172.908160,B6_23,0.048
,,00172.911200,B3_41,0.024
,,00172.913200,B3_22,0.047
,,00172.933520,B3_22,0.035
,,00172.962480,A2_44,0.083
,,00172.967360,B2_32,0.035
,,00172.994400,B3_22,0.037
,,00172.999440,B3_32,0.053
,,00173.022480,B3_32,0.041
,,00173.041840,B2_31,0.064
,,00173.050160,B3_44,0.044
,,00173.054160,B2_31,0.062
,,00173.077360,B3_22,0.029
,,00173.101360,A5_13,0.077
,,00173.108880,A5_13,0.06
,,00173.109280,A1_43,0.067
,,00173.117600,A1_44,0.057
,,00173.119600,A1_43,0.143
,,00173.120160,A5_43,0.036
,,00173.134080,A5_24,0.08
,,00173.135040,A5_13,0.063
,,00173.152240,B3_22,0.113
,,00173.153200,A4_33,0.114
,,00173.155360,A1_41,0.021
,,00173.157280,B2_32,0.038
,,00173.159200,A1_44,0.054
,,00173.160480,A1_43,0.155
,,00173.164160,A1_43,0.028
,,00173.166640,A1_43,0.035
,,00173.167840,B2_34,0.055
,,00173.175440,B3_22,0.113
,,00173.177360,A1_44,0.059
,,00173.185200,B2_31,0.069
,,00173.188720,A1_12,0.027
,,00173.189520,B3_22,0.086
,,00173.192000,A1_41,0.018
,,00173.195360,A1_43,0.047
,,00173.202240,A1_44,0.051
,,00173.203920,B3_22,0.071
,,00173.206320,A1_43,0.124
,,00173.209040,A1_41,0.022
,,00173.213520,B3_22,0.041
,,00173.218480,B3_22,0.047
,,00173.219280,A1_44,0.054
,,00173.219920,A1_43,0.131
,,00173.230960,B2_32,0.033
,,00173.234800,B3_32,0.039
,,00173.237120,B2_34,0.067
,,00173.239840,B3_22,0.071
,,00173.247040,A4_33,0.109
,,00173.247520,A1_12,0.119
,,00173.253040,B3_22,0.039
,,00173.253200,A1_43,0.049
,,00173.255200,A2_44,0.06
,,00173.257600,B3_32,0.036
,,00173.259680,B2_32,0.034
,,00173.270720,B2_11,0.062
,,00173.271280,B2_22,0.041
,,00173.275280,B2_31,0.06
,,00173.275280,B3_32,0.039
,,00173.277680,B3_22,0.059
,,00173.286800,B2_31,0.033
,,00173.287520,B2_22,0.043
,,00173.293920,B2_32,0.033
,,00173.297040,B2_11,0.058
,,00173.302240,B3_22,0.025
,,00173.305920,B2_41,0.016
,,00173.308000,B2_34,0.041
,,00173.312160,B2_22,0.045
,,00173.320880,B2_34,0.038
,,00173.330960,B2_22,0.036
,,00173.331520,C1_24,0.029
,,00173.331840,B2_32,0.026
,,00173.332880,B2_11,0.038
,,00173.335200,B2_41,0.016
,,00173.336720,B2_31,0.031
,,00173.343920,C1_11,0.028
,,00173.352240,B3_22,0.042
,,00173.373840,B2_11,0.035
,,00173.381440,B3_22,0.046
,,00173.399040,B2_34,0.041
,,00173.401600,C1_42,0.048
,,00173.407760,C1_11,0.047
,,00173.409360,A2_44,0.061
,,00173.413600,B2_31,0.028
,,00173.417280,B3_22,0.052
,,00173.420560,B2_34,0.032
,,00173.457200,B2_32,0.03
,,00173.458000,B3_22,0.028
,,00173.528080,B2_22,0.037
,,00173.566400,B2_34,0.044
,,00173.579680,B3_22,0.048
,,00173.596240,B2_34,0.037
,,00173.599280,A2_44,0.058
,,00173.610960,B3_22,0.067
,,00173.614720,B3_13,0.033
,,00173.650320,B2_34,0.033
,,00173.655680,A5_13,0.066
,,00173.676000,B2_32,0.04
,,00173.700960,B3_22,0.049
,,00173.707120,B2_34,0.038
,,00173.707120,B6_23,0.055
,,00173.731280,A2_44,0.056
,,00173.735040,B3_22,0.15
,,00173.765600,B2_32,0.044
,,00173.844240,B2_34,0.053
,,00173.901760,A4_33,0.127
,,00173.903600,B3_22,0.073
,,00173.905920,B3_22,0.052
,,00173.913360,B3_22,0.042
,,00173.918640,B3_22,0.104
,,00173.925520,B3_42,0.05
,,00173.928960,B3_22,0.077
,,00173.933280,B3_22,0.062
,,00173.935680,D1_42,0.049
,,00173.936240,B3_32,0.044
,,00173.941040,B3_42,0.032
,,00173.948240,D1_22,0.054
,,00173.953520,A2_44,0.059
,,00173.990480,B3_22,0.061
,,00173.999920,B3_22,0.158
,,00174.014080,A2_44,0.061
,,00174.036400,D1_42,0.038
,,00174.046480,B2_34,0.039
,,00174.051040,B3_22,0.07
,,00174.063840,A4_23,0.037
,,00174.066480,B2_32,0.035
,,00174.082960,B2_31,0.065
,,00174.103760,A4_14,0.041
,,00174.112560,A4_33,0.065
,,00174.124480,B3_22,0.134
,,00174.133120,A4_33,0.058
,,00174.140880,B3_22,0.063
,,00174.142720,B2_32,0.032
,,00174.147040,A4_33,0.044
,,00174.148720,B2_31,0.053
,,00174.161760,B2_31,0.053
,,00174.165440,B3_22,0.061
,,00174.172880,B2_34,0.037
,,00174.176560,A4_33,0.04
,,00174.186160,B3_22,0.116
,,00174.194560,A4_33,0.046
,,00174.199840,B3_22,0.058
,,00174.200560,A4_33,0.058
,,00174.211920,B3_22,0.126
,,00174.218400,A4_33,0.13
,,00174.219760,B2_31,0.059
,,00174.224560,A4_41,0.029
,,00174.236080,B2_32,0.031
,,00174.236960,A4_33,0.113
,,00174.242320,A4_41,0.016
,,00174.246480,A2_44,0.058
,,00174.249520,A4_41,0.022
,,00174.265600,B2_31,0.061
,,00174.268400,A4_33,0.078
,,00174.269200,B2_22,0.041
,,00174.287200,A4_41,0.025
,,00174.288160,B3_22,0.05
,,00174.291040,A4_33,0.073
,,00174.302400,B3_22,0.103
,,00174.304640,A4_33,0.064
,,00174.322240,A4_33,0.036
,,00174.323120,A4_41,0.022
,,00174.326320,B3_22,0.114
,,00174.347840,B3_22,0.053
,,00174.358160,A4_41,0.025
,,00174.358240,A4_33,0.045
,,00174.377120,B3_22,0.059
,,00174.378560,A4_33,0.044
,,00174.380000,B3_22,0.061
,,00174.382400,B3_32,0.039
,,00174.387040,A4_41,0.019
,,00174.388720,B3_22,0.058
,,00174.391120,B3_22,0.045
,,00174.399920,B3_22,0.098
,,00174.402480,B3_22,0.062
,,00174.403360,B3_42,0.035
,,00174.404400,B3_13,0.028
,,00174.406480,B3_22,0.047
,,00174.408640,A4_33,0.036
,,00174.409840,A2_44,0.05
,,00174.412160,B3_22,0.109
,,00174.414160,B3_42,0.053
,,00174.415360,B3_22,0.117
,,00174.419680,B2_31,0.061
,,00174.419760,B3_42,0.035
,,00174.422240,B3_22,0.054
,,00174.424640,B3_22,0.084
,,00174.432000,D3_43,0.035
,,00174.437200,B3_22,0.123
,,00174.439520,B3_42,0.051
,,00174.440240,B2_32,0.031
,,00174.440560,B3_22,0.051
,,00174.443040,B2_31,0.054
,,00174.443040,B3_42,0.037
,,00174.443600,B3_22,0.053
,,00174.445440,A4_41,0.021
,,00174.447120,A4_33,0.051
,,00174.454160,B2_22,0.041
,,00174.456720,B3_22,0.037
,,00174.459440,B3_22,0.052
,,00174.462080,B3_22,0.096
,,00174.464640,B3_22,0.052
,,00174.464720,B3_42,0.041
,,00174.466000,A4_41,0.017
,,00174.473360,A4_33,0.033
,,00174.479360,B3_22,0.071
,,00174.483760,B3_22,0.075
,,00174.486160,B3_22,0.072
,,00174.488640,B3_22,0.054
,,00174.488880,B2_31,0.061
,,00174.493120,A4_33,0.053
,,00174.494400,B3_42,0.041
,,00174.501120,A1_43,0.06
,,00174.502960,B3_22,0.106
,,00174.510480,B3_42,0.034
,,00174.512880,B2_32,0.034
,,00174.513200,B3_22,0.121
,,00174.519920,B3_22,0.074
,,00174.522320,B3_22,0.055
,,00174.531280,B3_42,0.05
,,00174.538960,B3_22,0.089
,,00174.543040,B3_22,0.092
,,00174.558240,B2_31,0.056
,,00174.559040,B3_22,0.063
,,00174.562640,B6_23,0.049
,,00174.566480,B3_22,0.081
,,00174.576400,B6_23,0.05
,,00174.579200,B3_22,0.121
,,00174.579760,D3_42,0.035
,,00174.581040,A2_44,0.061
,,00174.582160,B3_22,0.039
,,00174.586240,A4_33,0.05
,,00174.590880,B2_31,0.053
,,00174.603440,B3_22,0.053
,,00174.616720,D3_24,0.037
,,00174.616880,B3_22,0.049
,,00174.625200,B3_22,0.055
,,00174.628880,B2_34,0.041
,,00174.646400,B3_22,0.06
,,00174.658240,C5_32,0.032
,,00174.660320,D3_24,0.035
,,00174.666240,B3_22,0.054
,,00174.666320,B2_32,0.035
,,00174.684080,D3_42,0.066
,,00174.690480,B3_22,0.105
,,00174.692960,D3_24,0.036
,,00174.698000,B3_22,0.038
,,00174.700880,C5_43,0.034
,,00174.715680,B3_22,0.05
,,00174.722160,D3_24,0.039
,,00174.737600,C5_13,0.029
,,00174.742240,C5_33,0.038
,,00174.746960,B3_22,0.044
,,00174.749280,B3_22,0.059
,,00174.760160,B3_22,0.042
,,00174.768880,B3_22,0.057
,,00174.781680,B2_22,0.041
,,00174.781920,C5_32,0.037
,,00174.784560,A2_44,0.063
,,00174.792080,B3_22,0.062
,,00174.793760,D3_24,0.047
,,00174.797440,C5_32,0.046
,,00174.808880,B3_32,0.045
,,00174.813760,B3_22,0.057
,,00174.823120,C5_43,0.038
,,00174.828720,B3_22,0.057
,,00174.833360,C5_13,0.052
,,00174.844960,C5_43,0.033
,,00174.852240,C5_32,0.043
,,00174.854800,C5_13,0.033
,,00174.864400,B3_22,0.049
,,00174.882960,C5_13,0.044
,,00174.890000,C5_43,0.03
,,00174.899840,B2_22,0.044
,,00174.908720,B2_32,0.031
,,00174.923280,A2_44,0.049
,,00174.923360,B3_22,0.039
,,00174.956080,B2_31,0.052
,,00174.975920,C5_13,0.036
,,00175.017840,B6_23,0.059
,,00175.033120,B2_32,0.029
,,00175.074480,C5_32,0.031
,,00175.084000,B3_42,0.061
,,00175.147520,B6_23,0.047
,,00175.169600,B3_42,0.051
,,00175.172080,B2_31,0.059
,,00175.183680,B3_22,0.055
,,00175.186720,A2_44,0.062
,,00175.186880,D3_43,0.038
,,00175.187360,B3_22,0.032
,,00175.187840,A4_33,0.074
,,00175.209280,C5_32,0.028
,,00175.368480,A2_44,0.055
,,00175.382160,B2_31,0.052
,,00175.387520,A4_33,0.078
,,00175.468640,B3_22,0.128
,,00175.478640,B2_32,0.03
,,00175.497200,A2_44,0.062
,,00175.520000,B3_22,0.121
,,00175.547040,B3_22,0.114
,,00175.569600,D3_24,0.045
,,00175.587920,B3_22,0.119
,,00175.591680,D3_24,0.037
,,00175.604480,D3_24,0.048
,,00175.618480,B3_22,0.106
,,00175.630240,A2_44,0.055
,,00175.635200,B2_31,0.06
,,00175.659680,B3_22,0.1
,,00175.663040,D3_24,0.036
,,00175.674720,B2_22,0.037
,,00175.675520,B3_22,0.093
,,00175.690800,B2_32,0.038
,,00175.699120,B3_22,0.082
,,00175.704800,D3_24,0.035
,,00175.726880,A1_12,0.038
,,00175.734880,B3_22,0.077
,,00175.756400,B3_22,0.083
,,00175.763200,A2_44,0.054
,,00175.793840,B3_22,0.071
,,00175.830160,B3_22,0.085
,,00175.851120,B6_23,0.065
,,00175.863040,B6_23,0.044
,,00175.894560,B2_32,0.035
,,00175.924640,B3_22,0.076
,,00175.960640,B3_22,0.067
,,00176.004160,B3_22,0.093
,,00176.027120,A2_44,0.05
,,00176.058640,B3_22,0.073
,,00176.084480,B3_22,0.06
,,00176.114960,B3_22,0.063
,,00176.144480,B3_22,0.063
,,00176.154240,A2_44,0.056
,,00176.184080,B3_22,0.075
,,00176.233360,B6_41,0.026
,,00176.259360,A1_43,0.061
,,00176.277760,B3_22,0.072
,,00176.303280,B2_32,0.038
,,00176.304720,B3_22,0.061
,,00176.373040,B3_22,0.074
,,00176.429280,A2_44,0.054
,,00176.450240,B3_22,0.066
,,00176.485840,B3_22,0.048
,,00176.517440,B3_22,0.054
,,00176.542800,B6_23,0.061
,,00176.566720,A2_44,0.058
,,00176.603200,B3_22,0.075
