Investigator,Or,Time (s),Electrode,Amplitude (mV)
,,00918.964240,B5_42,0.017
,,00918.968320,C1_31,0.029
,,00918.974640,A1_12,0.025
,,00918.978000,B2_24,0.092
,,00919.021120,C1_31,0.029
,,00919.030400,B5_24,0.066
,,00919.033760,A3_31,0.037
,,00919.038560,C1_31,0.029
,,00919.040000,B5_24,0.051
,,00919.046160,A1_23,0.032
,,00919.054960,A1_23,0.066
,,00919.057520,A1_23,0.045
,,00919.057680,A3_24,0.052
,,00919.077440,B2_21,0.037
,,00919.082960,A1_13,0.057
,,00919.101280,A1_13,0.031
,,00919.102240,B5_42,0.047
,,00919.111760,C1_11,0.019
,,00919.137920,B2_31,0.047
,,00919.146240,B2_31,0.035
,,00919.157680,B1_23,0.046
,,00919.158160,A1_23,0.101
,,00919.181600,B2_31,0.044
,,00919.211280,C2_43,0.023
,,00919.222000,B1_23,0.064
,,00919.230240,A3_31,0.057
,,00919.252560,C1_31,0.029
,,00919.259760,B2_21,0.023
,,00919.260480,B5_24,0.069
,,00919.267680,A1_24,0.059
,,00919.301440,A1_24,0.03
,,00919.310080,A1_24,0.04
,,00919.313120,A1_24,0.023
,,00919.324400,C1_31,0.032
,,00919.330080,B1_23,0.031
,,00919.354480,A3_24,0.055
,,00919.356880,A3_24,0.02
,,00919.377120,A1_12,0.026
,,00919.404160,B1_23,0.052
,,00919.413280,A1_23,0.035
,,00919.420880,A3_24,0.056
,,00919.422640,A1_23,0.067
,,00919.432480,A3_24,0.038
,,00919.438560,A3_24,0.042
,,00919.441200,C1_31,0.028
,,00919.442160,B1_13,0.037
,,00919.446880,A3_42,0.033
,,00919.447120,A3_31,0.05
,,00919.448400,A3_24,0.038
,,00919.453600,A3_31,0.03
,,00919.454560,A3_42,0.037
,,00919.456880,A3_41,0.015
,,00919.458640,A3_24,0.04
,,00919.469520,A3_42,0.05
,,00919.475280,B5_24,0.073
,,00919.476560,A3_24,0.03
,,00919.483200,A3_14,0.022
,,00919.483920,A3_42,0.032
,,00919.485920,B5_24,0.049
,,00919.486320,A3_42,0.04
,,00919.487600,A3_31,0.034
,,00919.488960,A3_41,0.033
,,00919.489840,A3_24,0.05
,,00919.497600,A3_24,0.039
,,00919.498320,B1_23,0.051
,,00919.501520,B5_31,0.031
,,00919.502880,A3_24,0.048
,,00919.504720,B5_24,0.047
,,00919.506880,B1_23,0.056
,,00919.507200,A3_42,0.031
,,00919.508000,B2_12,0.034
,,00919.509600,B1_23,0.079
,,00919.510480,A3_31,0.055
,,00919.511280,A3_42,0.03
,,00919.520720,C1_11,0.023
,,00919.547600,A3_21,0.038
,,00919.566480,A1_12,0.03
,,00919.574160,A1_24,0.033
,,00919.586400,C1_11,0.028
,,00919.599520,B2_21,0.041
,,00919.606880,C1_31,0.029
,,00919.614400,B1_23,0.069
,,00919.626800,B1_23,0.082
,,00919.661360,C1_22,0.115
,,00919.666400,B1_13,0.036
,,00919.693760,A4_32,0.049
,,00919.697760,A1_23,0.102
,,00919.725440,A3_24,0.064
,,00919.738640,B5_42,0.034
,,00919.755200,B5_42,0.227
,,00919.758400,B5_42,0.023
,,00919.763360,B2_21,0.025
,,00919.774320,A3_24,0.042
,,00919.780720,A1_23,0.037
,,00919.787120,A1_23,0.076
,,00919.787600,B1_23,0.081
,,00919.804320,B4_34,0.04
,,00919.848640,A3_24,0.045
,,00919.873040,B2_31,0.058
,,00919.873600,B1_23,0.067
,,00919.881280,B2_31,0.035
,,00919.897440,B5_24,0.072
,,00919.909120,C1_31,0.03
,,00919.916640,B2_31,0.037
,,00919.916880,A1_12,0.029
,,00919.929840,B2_31,0.037
,,00919.930160,A3_31,0.061
,,00919.943680,B4_24,0.049
,,00919.972720,A1_23,0.03
,,00919.981840,A1_13,0.058
,,00919.995040,B1_23,0.046
,,00920.001520,B1_13,0.036
,,00920.024880,C1_11,0.027
,,00920.048640,B1_13,0.201
,,00920.050960,B1_13,0.018
,,00920.091040,B1_23,0.049
,,00920.096560,C1_31,0.035
,,00920.112800,A3_42,0.024
,,00920.126720,A1_12,0.029
,,00920.129120,A1_23,0.03
,,00920.129440,B2_21,0.04
,,00920.134560,A1_23,0.031
,,00920.137280,A1_23,0.057
,,00920.139440,A1_24,0.03
,,00920.158720,B5_24,0.069
,,00920.169200,B5_24,0.053
,,00920.201920,B1_23,0.075
,,00920.208160,C2_31,0.022
,,00920.211760,B2_21,0.044
,,00920.257920,C2_22,0.047
,,00920.260240,C2_32,0.029
,,00920.264160,C1_31,0.033
,,00920.266880,A3_31,0.048
,,00920.279200,C2_33,0.023
,,00920.280480,C2_34,0.047
,,00920.284080,C2_32,0.027
,,00920.301040,C2_22,0.047
,,00920.323360,C2_34,0.048
,,00920.334400,A1_23,0.028
,,00920.335840,C2_22,0.029
,,00920.344000,A1_23,0.075
,,00920.375920,C1_31,0.033
,,00920.404560,B1_23,0.048
,,00920.417920,B1_23,0.066
,,00920.450320,B2_21,0.022
,,00920.476160,A3_24,0.032
,,00920.497200,A1_23,0.032
,,00920.510560,A1_23,0.072
,,00920.517680,B5_42,0.227
,,00920.520960,B5_42,0.018
,,00920.548320,B1_23,0.078
,,00920.574400,C1_31,0.033
,,00920.593760,B1_13,0.038
,,00920.621440,B1_23,0.023
,,00920.625840,A1_23,0.033
,,00920.629200,B2_21,0.038
,,00920.645760,A1_23,0.065
,,00920.654000,A1_24,0.035
,,00920.675440,A1_24,0.026
,,00920.678640,A1_24,0.026
,,00920.679760,A3_24,0.071
,,00920.704400,A3_24,0.048
,,00920.707360,A3_24,0.023
,,00920.716880,B1_23,0.122
,,00920.719600,B1_23,0.013
,,00920.725840,C1_31,0.033
,,00920.758000,A3_31,0.055
,,00920.792640,B2_12,0.065
,,00920.795360,B5_24,0.078
,,00920.796960,B2_12,0.037
,,00920.797040,A1_12,0.027
,,00920.807520,B5_24,0.06
,,00920.807760,B2_12,0.044
,,00920.812320,B2_12,0.053
,,00920.850480,B2_21,0.042
,,00920.861120,B2_31,0.046
,,00920.867680,C1_31,0.029
,,00920.869600,B2_31,0.042
,,00920.875920,A1_23,0.07
,,00920.890640,B2_31,0.034
,,00920.908480,B5_42,0.227
,,00920.911520,B5_42,0.017
,,00920.934080,B1_23,0.067
,,00920.952160,B1_23,0.061
,,00920.955920,B2_21,0.037
,,00920.956960,B1_23,0.086
,,00920.973760,A1_12,0.026
,,00920.990960,C1_31,0.031
,,00921.008720,C1_11,0.025
,,00921.085680,A1_23,0.029
,,00921.091920,A1_23,0.075
,,00921.117680,B1_13,0.031
,,00921.122160,C1_31,0.03
,,00921.124320,A3_31,0.054
,,00921.127040,B5_42,0.047
,,00921.154240,A3_24,0.069
,,00921.164480,A1_24,0.031
,,00921.177680,B2_12,0.03
,,00921.219200,B5_24,0.076
,,00921.225520,B1_23,0.065
,,00921.269200,B2_21,0.044
,,00921.276480,A3_24,0.062
,,00921.289360,B1_23,0.052
,,00921.291920,B1_23,0.029
,,00921.301040,A1_23,0.038
,,00921.315040,B1_23,0.079
,,00921.319280,A3_31,0.025
,,00921.326240,C1_31,0.031
,,00921.339040,B5_42,0.22
,,00921.342320,B5_42,0.023
,,00921.356720,A2_24,0.019
,,00921.357200,A3_33,0.024
,,00921.388800,A3_41,0.024
,,00921.391840,A3_41,0.03
,,00921.396720,A3_42,0.028
,,00921.397840,A3_31,0.032
,,00921.398080,A3_24,0.021
,,00921.400320,A3_24,0.057
,,00921.400800,A3_42,0.025
,,00921.403920,A3_24,0.042
,,00921.410320,A3_24,0.058
,,00921.410480,A3_42,0.058
,,00921.412000,A3_41,0.029
,,00921.412880,A3_31,0.035
,,00921.413600,A3_42,0.036
,,00921.415360,A3_41,0.017
,,00921.415840,A3_31,0.059
,,00921.417120,A3_24,0.03
,,00921.420880,A3_24,0.03
,,00921.420880,A3_42,0.04
,,00921.422080,A3_41,0.015
,,00921.424480,A3_24,0.042
,,00921.430880,A3_42,0.017
,,00921.437440,A3_41,0.025
,,00921.438960,A3_31,0.021
,,00921.441680,B1_13,0.035
,,00921.442080,A3_24,0.066
,,00921.443120,A3_41,0.016
,,00921.445440,A3_42,0.047
,,00921.445840,A3_31,0.028
,,00921.449920,A3_42,0.027
,,00921.461600,C1_31,0.03
,,00921.471680,B1_23,0.076
,,00921.482000,B1_23,0.065
,,00921.486480,B1_23,0.05
,,00921.486800,A3_21,0.034
,,00921.503440,A3_42,0.028
,,00921.506560,A3_42,0.029
,,00921.522480,A1_12,0.03
,,00921.523760,A1_23,0.031
,,00921.530800,B2_21,0.035
,,00921.546400,B2_31,0.052
,,00921.547280,A1_23,0.062
,,00921.567120,B2_31,0.045
,,00921.573280,B5_24,0.08
,,00921.577840,C2_32,0.029
,,00921.583520,B2_31,0.036
,,00921.584880,C1_11,0.019
,,00921.590880,B5_24,0.066
,,00921.619200,C1_31,0.03
,,00921.623760,B5_42,0.031
,,00921.624720,A1_23,0.083
,,00921.631360,B1_13,0.04
,,00921.654400,B5_42,0.228
,,00921.657920,B5_42,0.019
,,00921.662080,A1_23,0.032
,,00921.672320,A1_23,0.064
,,00921.690480,A4_32,0.044
,,00921.719680,B1_23,0.084
,,00921.732000,A1_24,0.029
,,00921.732320,A3_24,0.067
,,00921.776160,C1_31,0.033
,,00921.787280,A1_23,0.032
,,00921.802800,B2_21,0.035
,,00921.811040,A3_24,0.052
,,00921.822160,A1_23,0.067
,,00921.839680,B1_23,0.061
,,00921.848320,C1_22,0.112
,,00921.856960,A3_31,0.029
,,00921.896800,C1_11,0.02
,,00921.908160,B1_23,0.049
,,00921.908800,C1_31,0.03
,,00921.933120,B1_23,0.052
,,00921.940080,A1_23,0.065
,,00921.980480,B5_42,0.158
,,00921.983760,B5_42,0.018
,,00921.985280,B2_21,0.047
,,00922.061120,A3_31,0.06
,,00922.064080,C1_31,0.035
,,00922.065120,B1_23,0.085
,,00922.083040,B2_21,0.05
,,00922.091440,A1_23,0.031
,,00922.098560,B5_24,0.074
,,00922.107440,B2_21,0.042
,,00922.111920,A1_23,0.068
,,00922.112160,B5_24,0.065
,,00922.121840,B5_24,0.045
,,00922.140640,A3_24,0.059
,,00922.158480,B5_31,0.102
,,00922.161120,B5_31,0.017
,,00922.163200,B1_13,0.034
,,00922.201680,B1_23,0.051
,,00922.217280,A3_24,0.054
,,00922.243600,B2_31,0.053
,,00922.246640,A1_23,0.073
,,00922.250640,C1_31,0.03
,,00922.251120,B2_31,0.038
,,00922.261040,B2_31,0.032
,,00922.277200,B2_21,0.036
,,00922.280880,C1_31,0.032
,,00922.282880,B1_23,0.066
,,00922.296640,A3_24,0.047
,,00922.313680,B1_23,0.081
,,00922.316800,B1_23,0.016
,,00922.366640,A1_24,0.03
,,00922.379040,B5_24,0.065
,,00922.388400,B5_24,0.053
,,00922.391440,B5_42,0.206
,,00922.394560,B5_42,0.018
,,00922.412880,A1_23,0.029
,,00922.442880,A1_12,0.029
,,00922.456400,B1_23,0.044
,,00922.460160,A1_24,0.021
,,00922.468000,A1_24,0.064
,,00922.470400,A1_24,0.044
,,00922.474800,A1_23,0.064
,,00922.484800,A3_31,0.033
,,00922.520080,C1_21,0.031
,,00922.533840,C1_31,0.029
,,00922.538720,A3_24,0.06
,,00922.548400,C1_22,0.112
,,00922.614560,A3_24,0.048
,,00922.618000,B1_23,0.082
,,00922.619440,B2_21,0.05
,,00922.621040,B1_23,0.02
,,00922.622240,A3_31,0.054
,,00922.622720,B2_21,0.055
,,00922.623440,B2_24,0.052
,,00922.625040,B2_12,0.06
,,00922.626160,B2_24,0.051
,,00922.628720,B1_23,0.047
,,00922.630000,B2_31,0.188
,,00922.633200,B2_21,0.029
,,00922.633840,B5_42,0.033
,,00922.634640,B2_31,0.044
,,00922.634720,B2_24,0.034
,,00922.635920,B2_41,0.02
,,00922.637200,B2_31,0.026
,,00922.639440,B2_24,0.041
,,00922.644080,B2_31,0.03
,,00922.645280,B2_21,0.032
,,00922.645840,B2_24,0.046
,,00922.649120,B2_31,0.041
,,00922.666720,B1_23,0.06
,,00922.682480,A1_23,0.074
,,00922.706480,C1_31,0.03
,,00922.739760,A3_31,0.023
,,00922.747200,B5_24,0.068
,,00922.766240,A1_23,0.031
,,00922.769200,B5_24,0.06
,,00922.785200,A1_23,0.062
,,00922.789440,C1_11,0.025
,,00922.806320,A1_12,0.028
,,00922.810640,A3_31,0.051
,,00922.817840,B1_23,0.08
,,00922.847520,B1_13,0.195
,,00922.850080,B1_13,0.021
,,00922.882400,C1_31,0.031
,,00922.883920,A1_23,0.033
,,00922.898480,B5_42,0.026
,,00922.907920,A1_23,0.062
,,00922.933440,A1_24,0.031
,,00922.973920,A1_23,0.032
,,00922.985920,B1_23,0.078
,,00923.000160,B1_13,0.034
,,00923.003440,B1_23,0.035
,,00923.029680,B5_42,0.189
,,00923.032960,B5_42,0.013
,,00923.044160,B3_22,0.088
,,00923.049520,A1_12,0.028
,,00923.051600,B3_22,0.063
,,00923.059520,A3_24,0.058
,,00923.061120,C1_31,0.032
,,00923.067360,A1_23,0.032
,,00923.075760,B2_21,0.04
,,00923.091120,A1_23,0.049
,,00923.104720,A3_24,0.046
,,00923.107600,B1_23,0.051
,,00923.116880,A1_23,0.067
,,00923.129840,B5_24,0.073
,,00923.131440,A1_23,0.051
,,00923.169040,A3_24,0.039
,,00923.200720,B1_23,0.062
,,00923.215360,C1_31,0.028
,,00923.218320,A1_23,0.033
,,00923.234240,A1_23,0.026
,,00923.242080,B1_23,0.078
,,00923.243840,B4_23,0.035
,,00923.244480,B2_21,0.038
,,00923.246880,A1_24,0.069
,,00923.275360,A3_42,0.032
,,00923.310240,A1_24,0.031
,,00923.317280,A1_23,0.029
,,00923.341280,A1_23,0.068
,,00923.349600,B1_23,0.046
,,00923.356000,A1_23,0.077
,,00923.382800,A1_24,0.03
,,00923.385040,A1_24,0.024
,,00923.386560,A1_12,0.023
,,00923.390880,B5_24,0.075
,,00923.398080,C1_31,0.035
,,00923.431760,A3_42,0.023
,,00923.447680,B5_42,0.208
,,00923.449440,A1_23,0.032
,,00923.450960,B5_42,0.017
,,00923.459200,A3_24,0.037
,,00923.472720,A3_41,0.034
,,00923.489760,B2_31,0.047
,,00923.496800,B2_31,0.034
,,00923.505840,B2_31,0.037
,,00923.525760,B2_31,0.042
,,00923.537520,B1_23,0.053
,,00923.550240,B5_42,0.034
,,00923.552640,A1_23,0.03
,,00923.552960,B2_21,0.036
,,00923.579280,B1_23,0.077
,,00923.586080,B1_23,0.048
,,00923.596720,B1_23,0.064
,,00923.629040,C1_31,0.031
,,00923.648560,A3_24,0.066
,,00923.661360,A1_23,0.093
,,00923.675920,A1_23,0.032
,,00923.680160,C1_11,0.025
,,00923.685040,A3_31,0.058
,,00923.690320,B2_21,0.046
,,00923.695200,B5_24,0.073
,,00923.697680,A1_23,0.067
,,00923.706960,B5_24,0.058
,,00923.728000,C1_11,0.026
,,00923.751280,A3_24,0.056
,,00923.756400,C1_31,0.032
,,00923.761440,B1_13,0.039
,,00923.787120,A1_23,0.031
,,00923.828800,B2_21,0.022
,,00923.828880,A1_23,0.064
,,00923.886880,A1_23,0.033
,,00923.890720,B1_23,0.062
,,00923.892640,C1_31,0.033
,,00923.901440,B5_42,0.195
,,00923.904880,B5_42,0.017
,,00923.915120,A1_12,0.028
,,00923.935600,A1_24,0.029
,,00923.978800,B1_23,0.052
,,00923.997040,A1_23,0.034
,,00924.013200,A1_23,0.078
,,00924.013360,B2_21,0.045
,,00924.026560,A1_23,0.052
,,00924.053680,B2_21,0.04
,,00924.056480,A3_31,0.056
,,00924.063920,B4_11,0.026
,,00924.066400,A3_24,0.025
,,00924.076000,B5_24,0.07
,,00924.091120,B5_24,0.058
,,00924.092560,C1_31,0.03
,,00924.101520,A1_23,0.039
,,00924.104000,B5_24,0.052
,,00924.138240,A3_31,0.028
,,00924.139040,A3_24,0.061
,,00924.210480,A1_23,0.09
,,00924.217040,C1_31,0.035
,,00924.219840,A1_24,0.03
,,00924.222080,B1_23,0.078
,,00924.238320,B1_23,0.053
,,00924.249360,B1_23,0.063
,,00924.269920,A3_31,0.056
,,00924.285360,A1_13,0.059
,,00924.303360,B2_21,0.026
,,00924.311280,B2_31,0.054
,,00924.317840,B5_42,0.036
,,00924.318080,A3_24,0.058
,,00924.318720,B2_31,0.042
,,00924.319600,A1_23,0.034
,,00924.325440,B1_23,0.043
,,00924.328480,A1_24,0.029
,,00924.341440,B2_31,0.034
,,00924.353840,B5_31,0.099
,,00924.356320,B5_31,0.02
,,00924.356320,C1_31,0.03
,,00924.360080,A3_24,0.044
,,00924.387520,A1_23,0.037
,,00924.396480,A1_23,0.073
,,00924.424160,A1_23,0.061
,,00924.442240,A1_12,0.021
,,00924.453760,A1_23,0.027
,,00924.468000,A3_42,0.024
,,00924.470960,B1_23,0.084
,,00924.475680,B5_42,0.187
,,00924.478720,B5_42,0.015
,,00924.481600,A3_24,0.076
,,00924.484560,A3_24,0.038
,,00924.487120,A3_24,0.021
,,00924.489440,C1_31,0.027
,,00924.492000,C1_22,0.118
,,00924.508400,B5_24,0.072
,,00924.528080,A1_23,0.029
,,00924.561600,B2_21,0.035
,,00924.589120,B2_21,0.048
,,00924.590240,B1_23,0.063
,,00924.598000,A3_42,0.027
,,00924.598160,A1_23,0.031
,,00924.611280,A3_24,0.047
,,00924.614960,A3_24,0.035
,,00924.618480,B1_13,0.036
,,00924.651440,A3_24,0.063
,,00924.652160,A3_42,0.031
,,00924.653920,A3_24,0.037
,,00924.655920,A1_23,0.029
,,00924.656160,C1_31,0.032
,,00924.661600,A3_42,0.028
,,00924.663360,A3_24,0.039
,,00924.671920,A3_31,0.026
,,00924.673760,B1_23,0.05
,,00924.680400,A1_23,0.026
,,00924.684720,A3_41,0.02
,,00924.688880,A3_31,0.027
,,00924.689120,A3_41,0.03
,,00924.693440,A3_24,0.218
,,00924.695440,A3_31,0.032
,,00924.695760,A3_13,0.029
,,00924.696160,A3_24,0.012
,,00924.698960,A3_24,0.047
,,00924.700480,A3_42,0.031
,,00924.701040,A3_13,0.036
,,00924.701760,A3_24,0.032
,,00924.703680,A3_42,0.025
,,00924.706400,A3_24,0.036
,,00924.706560,A3_33,0.033
,,00924.707200,A3_21,0.032
,,00924.707200,A3_42,0.03
,,00924.711680,A3_12,0.05
,,00924.711920,A3_31,0.03
,,00924.712640,A3_42,0.027
,,00924.717120,C1_21,0.034
,,00924.719040,A3_33,0.053
,,00924.719120,A3_42,0.045
,,00924.720080,A3_41,0.026
,,00924.721520,A3_42,0.026
,,00924.724000,A3_24,0.031
,,00924.738640,A3_31,0.032
,,00924.752320,A3_31,0.021
,,00924.754960,A3_12,0.038
,,00924.759120,A3_42,0.028
,,00924.760800,A3_24,0.042
,,00924.761920,A3_41,0.013
,,00924.762960,A3_31,0.084
,,00924.763040,A1_23,0.033
,,00924.763520,A3_21,0.032
,,00924.765120,A3_41,0.026
,,00924.766080,A3_31,0.019
,,00924.769920,B1_23,0.136
,,00924.770720,C1_11,0.022
,,00924.772720,B1_23,0.019
,,00924.773600,A1_23,0.079
,,00924.773680,B2_12,0.229
,,00924.775920,B2_12,0.023
,,00924.777360,B1_23,0.042
,,00924.782960,A3_12,0.04
,,00924.785520,B2_24,0.081
,,00924.812880,B2_21,0.037
,,00924.814240,A1_12,0.025
,,00924.820640,A3_12,0.034
,,00924.832560,B5_24,0.077
,,00924.843440,B5_24,0.055
,,00924.843600,A1_23,0.031
,,00924.849680,C1_31,0.031
,,00924.863120,B1_13,0.032
,,00924.867200,A1_23,0.068
,,00924.888160,B5_42,0.206
,,00924.891760,B5_42,0.024
,,00924.907200,A3_42,0.025
,,00924.926560,B1_23,0.052
,,00924.927360,A1_23,0.029
,,00924.945200,C2_32,0.035
,,00924.977600,C1_31,0.032
,,00925.009680,A3_24,0.066
,,00925.017440,B2_24,0.051
,,00925.018640,A1_23,0.034
,,00925.049440,B5_31,0.11
,,00925.073280,B1_23,0.079
,,00925.073920,A3_24,0.053
,,00925.083040,B2_31,0.052
,,00925.090880,B2_31,0.038
,,00925.100720,B2_31,0.035
,,00925.107280,B1_23,0.064
,,00925.123040,B2_31,0.038
,,00925.149520,C1_31,0.031
,,00925.154480,B2_21,0.035
,,00925.155520,B4_23,0.03
,,00925.159040,B5_42,0.027
,,00925.160960,A1_23,0.032
,,00925.182240,A1_12,0.027
,,00925.184320,B4_23,0.031
,,00925.191040,A1_23,0.074
,,00925.210240,B5_24,0.071
,,00925.222000,B5_24,0.059
,,00925.228960,A1_23,0.033
,,00925.237520,B1_23,0.078
,,00925.240400,B1_23,0.013
,,00925.245200,B2_31,0.032
,,00925.248960,A3_31,0.054
,,00925.266800,A3_24,0.054
,,00925.268640,A1_24,0.033
,,00925.299360,C1_31,0.035
,,00925.301680,A1_23,0.031
,,00925.303760,A3_24,0.047
,,00925.322000,B1_23,0.065
,,00925.338720,A1_12,0.027
,,00925.357280,A1_23,0.029
,,00925.373680,C1_22,0.11
,,00925.411760,B2_21,0.038
,,00925.426880,B5_42,0.027
,,00925.474480,C1_31,0.03
,,00925.476080,B1_23,0.05
,,00925.492560,A1_23,0.031
,,00925.510480,B1_23,0.083
,,00925.521280,A3_31,0.053
,,00925.546480,B5_42,0.23
,,00925.546800,B5_24,0.073
,,00925.549520,B5_42,0.012
,,00925.574080,A3_24,0.06
,,00925.589120,B1_23,0.051
,,00925.593120,A3_24,0.073
,,00925.596880,A3_24,0.036
,,00925.609200,B1_23,0.045
,,00925.615920,C1_31,0.033
,,00925.620240,A1_23,0.029
,,00925.639040,B2_21,0.037
,,00925.652960,A3_31,0.07
,,00925.681920,B2_21,0.04
,,00925.683280,A1_12,0.029
,,00925.718640,B1_23,0.039
,,00925.723520,C1_31,0.031
,,00925.739280,A1_23,0.035
,,00925.742320,C1_31,0.029
,,00925.746240,C1_21,0.035
,,00925.757200,B1_13,0.04
,,00925.771200,A1_24,0.032
,,00925.783920,B5_31,0.103
,,00925.786560,B5_31,0.024
,,00925.796560,B1_23,0.02
,,00925.806160,A1_23,0.031
,,00925.808720,A3_31,0.054
,,00925.820960,A3_24,0.064
,,00925.828640,A4_33,0.024
,,00925.856400,A1_23,0.065
,,00925.863440,B5_24,0.075
,,00925.873040,A1_23,0.054
,,00925.879280,B1_23,0.053
,,00925.900160,B1_23,0.061
,,00925.925760,B2_24,0.049
,,00925.930800,B2_21,0.039
,,00925.932960,A1_24,0.032
,,00925.966160,C1_31,0.03
,,00926.005360,B1_13,0.041
,,00926.009840,B1_23,0.043
,,00926.017120,A1_23,0.029
,,00926.032640,B4_23,0.039
,,00926.047760,A1_12,0.029
,,00926.064160,A3_31,0.053
,,00926.110320,B5_24,0.069
,,00926.112080,C1_31,0.033
,,00926.131680,B1_23,0.075
,,00926.135200,B1_23,0.017
,,00926.142880,B5_42,0.235
,,00926.146000,B5_42,0.015
,,00926.146160,A1_23,0.031
,,00926.184800,A1_23,0.032
,,00926.209840,C1_31,0.032
,,00926.212960,A1_13,0.063
,,00926.220800,B5_31,0.101
,,00926.223120,B5_31,0.016
,,00926.225920,A1_23,0.028
,,00926.226480,B5_42,0.03
,,00926.226720,A1_12,0.022
,,00926.237280,C1_31,0.029
,,00926.258240,C1_31,0.03
,,00926.266160,B2_31,0.048
,,00926.274480,B2_31,0.025
,,00926.282560,B2_31,0.033
,,00926.290160,A1_23,0.03
,,00926.294960,B2_31,0.039
,,00926.295200,A3_24,0.068
,,00926.344720,A3_24,0.053
,,00926.368800,A1_23,0.036
,,00926.375360,B1_23,0.05
,,00926.383440,A1_24,0.068
,,00926.391040,B1_23,0.062
,,00926.438640,A1_23,0.034
,,00926.448960,B5_24,0.071
,,00926.460880,B5_24,0.056
,,00926.471120,B2_21,0.061
,,00926.473520,B1_13,0.037
,,00926.473920,B2_21,0.017
,,00926.476480,A3_31,0.05
,,00926.499840,A1_23,0.033
,,00926.516640,B1_23,0.083
,,00926.523760,B5_42,0.172
,,00926.526960,B5_42,0.018
,,00926.548240,A3_24,0.058
,,00926.563520,C1_31,0.032
,,00926.568720,B5_31,0.1
,,00926.569840,B2_21,0.035
,,00926.578080,A1_23,0.031
,,00926.584320,A3_24,0.078
,,00926.588560,A3_24,0.038
,,00926.592880,B1_23,0.052
,,00926.606800,A1_24,0.026
,,00926.635520,B1_23,0.067
,,00926.640000,A1_23,0.03
,,00926.675600,A3_42,0.026
,,00926.741920,C2_13,0.028
,,00926.755280,B5_31,0.102
,,00926.760240,C1_31,0.033
,,00926.762640,A3_24,0.052
,,00926.763760,A1_23,0.085
,,00926.793760,A1_23,0.11
,,00926.810880,B2_21,0.037
,,00926.852960,B5_24,0.074
,,00926.864080,B5_24,0.059
,,00926.867840,A3_31,0.056
,,00926.897280,A1_24,0.029
,,00926.909440,A1_23,0.068
,,00926.921600,B1_23,0.082
,,00926.924880,B1_23,0.016
,,00926.933920,B1_23,0.065
,,00926.934640,A3_31,0.027
,,00926.935200,C1_31,0.026
,,00926.937840,B1_13,0.034
,,00926.949760,A1_23,0.037
,,00926.974160,C1_22,0.116
,,00926.984160,A3_24,0.061
,,00926.996320,C1_31,0.033
,,00927.002080,B2_21,0.046
,,00927.044400,B2_21,0.03
,,00927.058400,A3_42,0.025
,,00927.102880,C2_43,0.025
,,00927.107360,B5_42,0.147
,,00927.113840,B1_23,0.08
,,00927.148320,A1_13,0.059
,,00927.160000,B1_13,0.034
,,00927.176320,B5_42,0.078
,,00927.182800,B1_23,0.068
,,00927.182880,A3_31,0.053
,,00927.200800,A3_31,0.028
,,00927.241840,C1_31,0.036
,,00927.243680,A1_23,0.029
,,00927.247120,B1_23,0.028
,,00927.247840,A3_42,0.033
,,00927.255200,B5_24,0.081
,,00927.260000,A3_24,0.04
,,00927.272160,B5_42,0.042
,,00927.290480,B1_23,0.046
,,00927.295280,A1_24,0.029
,,00927.324960,A1_23,0.028
,,00927.328080,A3_42,0.029
,,00927.329520,A3_31,0.029
,,00927.332880,A3_31,0.036
,,00927.335600,A3_31,0.028
,,00927.336880,A3_42,0.032
,,00927.359920,A3_24,0.027
,,00927.385280,B1_23,0.032
,,00927.386480,B2_31,0.055
,,00927.393360,B2_31,0.037
,,00927.403600,C1_31,0.032
,,00927.404640,B2_21,0.038
,,00927.408080,B2_21,0.017
,,00927.462960,A1_23,0.032
,,00927.464960,B1_23,0.067
,,00927.513280,B1_23,0.085
,,00927.519280,A3_31,0.048
,,00927.528160,C1_31,0.033
,,00927.563920,B5_24,0.076
,,00927.573120,B5_24,0.055
,,00927.576160,A3_24,0.026
,,00927.583600,A3_24,0.068
,,00927.587520,A1_23,0.03
,,00927.614720,B5_42,0.033
,,00927.617760,B5_42,0.197
,,00927.621040,B5_42,0.019
,,00927.624800,B1_23,0.046
,,00927.627120,B2_24,0.046
,,00927.631040,B2_24,0.041
,,00927.653040,C1_22,0.111
,,00927.655760,B1_23,0.055
,,00927.655840,A1_24,0.034
,,00927.659920,A1_23,0.03
,,00927.667920,C2_32,0.03
,,00927.685040,B2_21,0.039
,,00927.698320,B5_31,0.103
,,00927.701600,B5_31,0.018
,,00927.706160,C1_31,0.031
,,00927.708640,A1_23,0.1
,,00927.734240,C1_11,0.025
,,00927.735840,A1_23,0.031
,,00927.744400,B2_12,0.24
,,00927.746720,B2_12,0.016
,,00927.749760,A1_13,0.056
,,00927.751360,A3_31,0.048
,,00927.763360,B2_24,0.083
,,00927.775120,A1_23,0.095
,,00927.776880,B2_21,0.049
,,00927.790480,A3_24,0.06
,,00927.804640,B1_23,0.08
,,00927.807680,B1_23,0.016
,,00927.847360,A3_24,0.038
,,00927.852000,A3_41,0.016
,,00927.855040,A3_24,0.054
,,00927.856400,A3_42,0.025
,,00927.874800,A3_42,0.039
,,00927.875280,A3_31,0.037
,,00927.877840,A3_24,0.037
