Investigator,,Time (s),Electrode,Amplitude (mV)
,,00116.125760,A1_87,0.05
,,00116.125840,A1_25,0.045
,,00116.125840,A1_37,0.027
,,00116.125840,A1_68,0.037
,,00116.125920,A1_33,0.048
,,00116.126080,A1_35,0.084
,,00116.126160,A1_18,0.068
,,00116.126240,A1_31,0.034
,,00116.126400,A1_86,0.044
,,00116.126560,A1_65,0.068
,,00116.126640,A1_27,0.041
,,00116.126640,A1_38,0.039
,,00116.126640,A1_81,0.028
,,00116.126720,A1_71,0.042
,,00116.126720,A1_82,0.094
,,00116.126800,A1_63,0.025
,,00116.126800,A1_83,0.046
,,00116.126880,A1_26,0.035
,,00116.126880,A1_45,0.053
,,00116.126880,A1_72,0.1
,,00116.127040,A1_15,0.03
,,00116.127040,A1_62,0.032
,,00116.127120,A1_12,0.045
,,00116.127120,A1_48,0.05
,,00116.127120,A1_75,0.042
,,00116.127200,A1_47,0.046
,,00116.127280,A1_16,0.045
,,00116.127360,A1_14,0.028
,,00116.127520,A1_53,0.052
,,00116.127600,A1_32,0.038
,,00116.127600,A1_67,0.147
,,00116.127600,A1_88,0.066
,,00116.127680,A1_57,0.072
,,00116.127680,A1_58,0.058
,,00116.127840,A1_34,0.064
,,00116.127840,A1_54,0.036
,,00116.127840,A1_85,0.036
,,00116.127920,A1_22,0.046
,,00116.128000,A1_78,0.055
,,00116.128080,A1_23,0.042
,,00116.128160,A1_33,0.053
,,00116.128320,A1_42,0.029
,,00116.128320,A1_56,0.038
,,00116.128400,A1_21,0.044
,,00116.128480,A1_35,0.054
,,00116.128560,A1_11,0.052
,,00116.128720,A1_76,0.041
,,00116.128880,A1_27,0.034
,,00116.128880,A1_86,0.051
,,00116.128960,A1_24,0.043
,,00116.128960,A1_31,0.04
,,00116.128960,A1_77,0.032
,,00116.129040,A1_17,0.064
,,00116.129040,A1_37,0.032
,,00116.129040,A1_63,0.053
,,00116.129120,A1_66,0.071
,,00116.129120,A1_71,0.036
,,00116.129120,A1_83,0.053
,,00116.129200,A1_51,0.059
,,00116.129200,A1_65,0.079
,,00116.129280,A1_46,0.019
,,00116.129280,A1_81,0.03
,,00116.129360,A1_18,0.039
,,00116.129360,A1_52,0.062
,,00116.129360,A1_55,0.057
,,00116.129440,A1_15,0.04
,,00116.129440,A1_75,0.05
,,00116.129520,A1_38,0.073
,,00116.129600,A1_16,0.034
,,00116.129680,A1_44,0.058
,,00116.129680,A1_84,0.025
,,00116.129760,A1_48,0.061
,,00116.129840,A1_62,0.038
,,00116.129840,A1_82,0.071
,,00116.130000,A1_12,0.059
,,00116.130000,A1_58,0.07
,,00116.130000,A1_67,0.047
,,00116.130080,A1_87,0.038
,,00116.130160,A1_34,0.1
,,00116.130240,A1_26,0.034
,,00116.130240,A1_36,0.049
,,00116.130320,A1_14,0.044
,,00116.130320,A1_61,0.04
,,00116.130400,A1_53,0.066
,,00116.130400,A1_54,0.07
,,00116.130480,A1_13,0.054
,,00116.130640,A1_56,0.034
,,00116.130640,A1_68,0.054
,,00116.130720,A1_72,0.068
,,00116.130800,A1_78,0.05
,,00116.130880,A1_47,0.03
,,00116.130880,A1_74,0.038
,,00116.130960,A1_33,0.072
,,00116.131040,A1_21,0.047
,,00116.131120,A1_27,0.036
,,00116.131120,A1_86,0.05
,,00116.131200,A1_42,0.022
,,00116.131280,A1_35,0.082
,,00116.131440,A1_71,0.032
,,00116.131520,A1_51,0.057
,,00116.131520,A1_85,0.037
,,00116.131680,A1_24,0.053
,,00116.131680,A1_66,0.046
,,00116.131760,A1_17,0.069
,,00116.132000,A1_48,0.06
,,00116.132160,A1_81,0.028
,,00116.132240,A1_12,0.067
,,00116.132240,A1_41,0.017
,,00116.132240,A1_67,0.074
,,00116.132320,A1_63,0.034
,,00116.132320,A1_83,0.031
,,00116.132400,A1_52,0.058
,,00116.132560,A1_82,0.042
,,00116.132640,A1_32,0.031
,,00116.132800,A1_13,0.032
,,00116.132800,A1_31,0.031
,,00116.132800,A1_62,0.042
,,00116.132880,A1_34,0.063
,,00116.132960,A1_72,0.083
,,00116.133040,A1_36,0.032
,,00116.133120,A1_22,0.028
,,00116.133200,A1_74,0.044
,,00116.133360,A1_21,0.033
,,00116.133360,A1_68,0.04
,,00116.133440,A1_53,0.049
,,00116.133440,A1_57,0.065
,,00116.133600,A1_86,0.03
,,00116.133680,A1_64,0.034
,,00116.133760,A1_23,0.054
,,00116.133760,A1_73,0.033
,,00116.133920,A1_56,0.031
,,00116.134000,A1_24,0.036
,,00116.134000,A1_51,0.076
,,00116.134080,A1_65,0.107
,,00116.134080,A1_75,0.063
,,00116.134080,A1_78,0.04
,,00116.134240,A1_11,0.044
,,00116.134240,A1_45,0.046
,,00116.134240,A1_66,0.064
,,00116.134320,A1_18,0.054
,,00116.134320,A1_46,0.053
,,00116.134320,A1_71,0.058
,,00116.134400,A1_35,0.115
,,00116.134480,A1_25,0.044
,,00116.134560,A1_63,0.034
,,00116.134640,A1_12,0.04
,,00116.134640,A1_83,0.032
,,00116.134720,A1_16,0.028
,,00116.134720,A1_44,0.03
,,00116.134720,A1_67,0.075
,,00116.134800,A1_82,0.108
,,00116.134960,A1_32,0.063
,,00116.134960,A1_55,0.052
,,00116.134960,A1_76,0.067
,,00116.135040,A1_13,0.052
,,00116.135280,A1_26,0.038
,,00116.135280,A1_87,0.04
,,00116.135360,A1_31,0.037
,,00116.135520,A1_72,0.047
,,00116.135600,A1_21,0.031
,,00116.135600,A1_42,0.026
,,00116.135680,A1_74,0.047
,,00116.135760,A1_34,0.043
,,00116.135760,A1_52,0.049
,,00116.135760,A1_53,0.037
,,00116.135840,A1_38,0.049
,,00116.135840,A1_41,0.028
,,00116.135840,A1_58,0.045
,,00116.135920,A1_62,0.035
,,00116.136000,A1_64,0.027
,,00116.136000,A1_68,0.029
,,00116.136080,A1_86,0.033
,,00116.136160,A1_56,0.022
,,00116.136240,A1_36,0.029
,,00116.136480,A1_28,0.036
,,00116.136480,A1_66,0.054
,,00116.136560,A1_46,0.046
,,00116.136800,A1_65,0.075
,,00116.136800,A1_78,0.03
,,00116.136960,A1_17,0.034
,,00116.136960,A1_85,0.025
,,00116.137120,A1_35,0.028
,,00116.137120,A1_48,0.04
,,00116.137120,A1_57,0.046
,,00116.137200,A1_25,0.038
,,00116.137280,A1_81,0.024
,,00116.137360,A1_24,0.028
,,00116.137360,A1_71,0.057
,,00116.137440,A1_18,0.053
,,00116.137440,A1_75,0.032
,,00116.137520,A1_23,0.039
,,00116.137600,A1_32,0.049
,,00116.137680,A1_87,0.025
,,00116.137760,A1_54,0.057
,,00116.137760,A1_67,0.064
,,00116.137840,A1_16,0.033
,,00116.137840,A1_76,0.029
,,00116.137920,A1_72,0.055
,,00116.138080,A1_47,0.029
,,00116.138240,A1_13,0.042
,,00116.138240,A1_42,0.02
,,00116.138320,A1_58,0.038
,,00116.138320,A1_62,0.028
,,00116.138480,A1_31,0.039
,,00116.138480,A1_63,0.031
,,00116.138720,A1_83,0.041
,,00116.138720,A1_88,0.043
,,00116.138800,A1_22,0.04
,,00116.138880,A1_52,0.038
,,00116.139040,A1_64,0.032
,,00116.139120,A1_65,0.053
,,00116.139120,A1_66,0.082
,,00116.139200,A1_11,0.046
,,00116.139360,A1_46,0.034
,,00116.139600,A1_45,0.037
,,00116.139600,A1_71,0.029
,,00116.139680,A1_33,0.031
,,00116.139760,A1_15,0.053
,,00116.139760,A1_18,0.049
,,00116.139760,A1_51,0.048
,,00116.139920,A1_26,0.037
,,00116.140000,A1_28,0.024
,,00116.140000,A1_73,0.029
,,00116.140160,A1_54,0.034
,,00116.140240,A1_23,0.042
,,00116.140240,A1_87,0.035
,,00116.140400,A1_48,0.057
,,00116.140400,A1_56,0.029
,,00116.140400,A1_76,0.034
,,00116.140480,A1_21,0.034
,,00116.140480,A1_25,0.041
,,00116.140560,A1_35,0.082
,,00116.140560,A1_47,0.039
,,00116.140640,A1_27,0.048
,,00116.140640,A1_67,0.124
,,00116.140720,A1_16,0.027
,,00116.140720,A1_82,0.11
,,00116.140800,A1_62,0.03
,,00116.140800,A1_72,0.066
,,00116.140800,A1_77,0.03
,,00116.140880,A1_38,0.056
,,00116.140880,A1_53,0.047
,,00116.140880,A1_58,0.056
,,00116.141120,A1_75,0.056
,,00116.141200,A1_12,0.036
,,00116.141200,A1_13,0.052
,,00116.141200,A1_14,0.026
,,00116.141360,A1_32,0.039
,,00116.141360,A1_74,0.048
,,00116.141440,A1_81,0.033
,,00116.141600,A1_22,0.052
,,00116.141600,A1_31,0.033
,,00116.141600,A1_65,0.052
,,00116.141760,A1_11,0.043
,,00116.141760,A1_46,0.041
,,00116.141760,A1_52,0.045
,,00116.141920,A1_17,0.037
,,00116.141920,A1_33,0.046
,,00116.142240,A1_37,0.025
,,00116.142240,A1_51,0.071
,,00116.142320,A1_15,0.033
,,00116.142400,A1_64,0.032
,,00116.142560,A1_73,0.041
,,00116.142720,A1_87,0.025
,,00116.142800,A1_25,0.042
,,00116.142880,A1_23,0.055
,,00116.142880,A1_45,0.027
,,00116.143200,A1_24,0.049
,,00116.143280,A1_38,0.036
,,00116.143280,A1_82,0.032
,,00116.143280,A1_86,0.045
,,00116.143520,A1_56,0.029
,,00116.143600,A1_55,0.042
,,00116.143760,A1_67,0.024
,,00116.143920,A1_53,0.047
,,00116.144000,A1_68,0.021
,,00116.144000,A1_71,0.04
,,00116.144080,A1_63,0.032
,,00116.144080,A1_83,0.025
,,00116.144160,A1_11,0.058
,,00116.144160,A1_12,0.048
,,00116.144160,A1_46,0.029
,,00116.144320,A1_58,0.037
,,00116.144400,A1_22,0.067
,,00116.144480,A1_54,0.059
,,00116.144560,A1_88,0.036
,,00116.144640,A1_51,0.064
,,00116.144800,A1_81,0.027
,,00116.145040,A1_33,0.031
,,00116.145040,A1_44,0.026
,,00116.145040,A1_52,0.039
,,00116.145120,A1_13,0.029
,,00116.145120,A1_62,0.024
,,00116.145200,A1_66,0.065
,,00116.145280,A1_21,0.036
,,00116.145440,A1_15,0.028
,,00116.145440,A1_76,0.035
,,00116.145520,A1_73,0.027
,,00116.145520,A1_86,0.033
,,00116.145600,A1_48,0.035
,,00116.145680,A1_35,0.029
,,00116.145680,A1_85,0.03
,,00116.145760,A1_56,0.03
,,00116.145760,A1_72,0.025
,,00116.145840,A1_34,0.034
,,00116.145840,A1_82,0.169
,,00116.145920,A1_55,0.052
,,00116.146000,A1_75,0.034
,,00116.146240,A1_57,0.042
,,00116.146240,A1_68,0.032
,,00116.146320,A1_38,0.048
,,00116.146400,A1_18,0.038
,,00116.146400,A1_27,0.031
,,00116.146400,A1_28,0.024
,,00116.146480,A1_17,0.04
,,00116.146480,A1_53,0.06
,,00116.146560,A1_71,0.055
,,00116.146720,A1_26,0.032
,,00116.146720,A1_84,0.026
,,00116.146800,A1_45,0.029
,,00116.146880,A1_54,0.083
,,00116.146960,A1_23,0.038
,,00116.146960,A1_67,0.116
,,00116.147040,A1_65,0.092
,,00116.147200,A1_16,0.019
,,00116.147200,A1_22,0.047
,,00116.147280,A1_14,0.036
,,00116.147280,A1_51,0.039
,,00116.147360,A1_32,0.038
,,00116.147360,A1_36,0.026
,,00116.147760,A1_24,0.045
,,00116.147760,A1_73,0.025
,,00116.147760,A1_87,0.04
,,00116.147920,A1_52,0.039
,,00116.148080,A1_64,0.028
,,00116.148240,A1_35,0.04
,,00116.148240,A1_86,0.052
,,00116.148320,A1_82,0.108
,,00116.148480,A1_48,0.046
,,00116.148480,A1_68,0.034
,,00116.148640,A1_34,0.039
,,00116.148640,A1_38,0.059
,,00116.148720,A1_75,0.026
,,00116.148880,A1_17,0.029
,,00116.148880,A1_71,0.032
,,00116.148880,A1_72,0.055
,,00116.148960,A1_12,0.047
,,00116.149040,A1_27,0.02
,,00116.149040,A1_42,0.022
,,00116.149040,A1_55,0.053
,,00116.149120,A1_37,0.02
,,00116.149280,A1_47,0.025
,,00116.149280,A1_54,0.053
,,00116.149280,A1_76,0.052
,,00116.149440,A1_23,0.045
,,00116.149520,A1_53,0.028
,,00116.149600,A1_18,0.048
,,00116.149600,A1_45,0.038
,,00116.150160,A1_21,0.033
,,00116.150320,A1_58,0.066
,,00116.150320,A1_65,0.098
,,00116.150560,A1_33,0.024
,,00116.150560,A1_57,0.04
,,00116.150640,A1_41,0.024
,,00116.150640,A1_56,0.037
,,00116.150640,A1_86,0.04
,,00116.150720,A1_48,0.036
,,00116.150720,A1_78,0.02
,,00116.150800,A1_13,0.027
,,00116.150800,A1_15,0.033
,,00116.150800,A1_25,0.046
,,00116.150880,A1_77,0.042
,,00116.150960,A1_51,0.066
,,00116.151120,A1_32,0.062
,,00116.151200,A1_62,0.043
,,00116.151360,A1_34,0.043
,,00116.151440,A1_27,0.033
,,00116.151440,A1_71,0.033
,,00116.151440,A1_84,0.034
,,00116.151520,A1_35,0.034
,,00116.151520,A1_54,0.037
,,00116.151680,A1_31,0.037
,,00116.151680,A1_46,0.032
,,00116.151760,A1_11,0.042
,,00116.151840,A1_23,0.035
,,00116.151840,A1_52,0.031
,,00116.151920,A1_61,0.044
,,00116.151920,A1_72,0.056
,,00116.152000,A1_18,0.032
,,00116.152000,A1_74,0.05
,,00116.152080,A1_64,0.038
,,00116.152320,A1_17,0.027
,,00116.152320,A1_44,0.03
,,00116.152400,A1_21,0.033
,,00116.152400,A1_22,0.028
,,00116.152480,A1_88,0.038
,,00116.152560,A1_65,0.097
,,00116.152720,A1_53,0.064
,,00116.152880,A1_45,0.031
,,00116.153040,A1_67,0.027
,,00116.153120,A1_78,0.03
,,00116.153200,A1_68,0.026
,,00116.153200,A1_86,0.038
,,00116.153280,A1_56,0.035
,,00116.153440,A1_51,0.046
,,00116.153440,A1_57,0.038
,,00116.153680,A1_66,0.084
,,00116.153680,A1_82,0.051
,,00116.153840,A1_33,0.069
,,00116.153920,A1_35,0.058
,,00116.154080,A1_38,0.034
,,00116.154080,A1_47,0.023
,,00116.154240,A1_76,0.037
,,00116.154320,A1_46,0.055
,,00116.154320,A1_55,0.075
,,00116.154320,A1_74,0.021
,,00116.154480,A1_11,0.026
,,00116.154480,A1_31,0.032
,,00116.154640,A1_84,0.051
,,00116.154720,A1_18,0.044
,,00116.154720,A1_23,0.035
,,00116.154720,A1_88,0.048
,,00116.154800,A1_71,0.041
,,00116.154880,A1_63,0.029
,,00116.154960,A1_53,0.035
,,00116.154960,A1_85,0.036
,,00116.154960,A1_87,0.035
,,00116.155040,A1_24,0.032
,,00116.155040,A1_72,0.051
,,00116.155120,A1_36,0.026
,,00116.155120,A1_44,0.038
,,00116.155200,A1_13,0.032
,,00116.155200,A1_22,0.04
,,00116.155280,A1_17,0.025
,,00116.155280,A1_54,0.056
,,00116.155360,A1_75,0.038
,,00116.155360,A1_81,0.029
,,00116.155520,A1_65,0.054
,,00116.155680,A1_32,0.032
,,00116.155680,A1_41,0.03
,,00116.155680,A1_42,0.024
,,00116.155760,A1_51,0.095
,,00116.155920,A1_15,0.036
,,00116.155920,A1_86,0.022
,,00116.156000,A1_52,0.035
,,00116.156000,A1_56,0.025
,,00116.156000,A1_57,0.04
,,00116.156080,A1_26,0.029
,,00116.156160,A1_12,0.046
,,00116.156160,A1_14,0.042
,,00116.156160,A1_66,0.023
,,00116.156320,A1_33,0.029
,,00116.156560,A1_38,0.071
,,00116.156720,A1_61,0.026
,,00116.156720,A1_62,0.021
,,00116.156720,A1_78,0.033
,,00116.156800,A1_16,0.033
,,00116.156800,A1_37,0.035
,,00116.156800,A1_58,0.049
,,00116.156880,A1_68,0.036
,,00116.156960,A1_35,0.043
,,00116.156960,A1_46,0.039
,,00116.157280,A1_21,0.035
,,00116.157440,A1_44,0.036
,,00116.157520,A1_77,0.031
,,00116.157600,A1_24,0.044
,,00116.157680,A1_36,0.025
,,00116.157680,A1_72,0.047
,,00116.157760,A1_27,0.04
,,00116.157760,A1_55,0.062
,,00116.157920,A1_18,0.045
,,00116.158000,A1_17,0.035
,,00116.158000,A1_31,0.037
,,00116.158080,A1_54,0.037
,,00116.158160,A1_23,0.066
,,00116.158160,A1_65,0.061
,,00116.158240,A1_34,0.04
,,00116.158400,A1_84,0.023
,,00116.158400,A1_88,0.039
,,00116.158560,A1_12,0.051
,,00116.158880,A1_26,0.028
,,00116.158960,A1_63,0.03
,,00116.158960,A1_82,0.134
,,00116.159040,A1_28,0.024
,,00116.159040,A1_87,0.026
,,00116.159200,A1_13,0.04
,,00116.159200,A1_76,0.047
,,00116.159360,A1_33,0.024
,,00116.159440,A1_51,0.068
,,00116.159440,A1_78,0.038
,,00116.159600,A1_46,0.042
,,00116.159680,A1_66,0.09
,,00116.159920,A1_61,0.025
,,00116.159920,A1_72,0.05
,,00116.160000,A1_21,0.04
,,00116.160080,A1_22,0.031
,,00116.160160,A1_38,0.03
,,00116.160160,A1_83,0.033
,,00116.160240,A1_42,0.024
,,00116.160240,A1_73,0.037
,,00116.160400,A1_15,0.026
,,00116.160400,A1_44,0.032
,,00116.160480,A1_55,0.045
,,00116.160480,A1_67,0.151
,,00116.160560,A1_16,0.032
,,00116.160560,A1_23,0.05
,,00116.160560,A1_45,0.03
,,00116.160640,A1_27,0.038
,,00116.160720,A1_24,0.053
,,00116.160800,A1_47,0.034
,,00116.160800,A1_58,0.062
,,00116.160880,A1_36,0.027
,,00116.160960,A1_57,0.03
,,00116.160960,A1_71,0.033
,,00116.161040,A1_32,0.058
,,00116.161040,A1_37,0.028
,,00116.161120,A1_34,0.034
,,00116.161200,A1_82,0.045
,,00116.161200,A1_86,0.036
,,00116.161360,A1_54,0.044
,,00116.161440,A1_52,0.043
,,00116.161520,A1_12,0.026
,,00116.161520,A1_18,0.043
,,00116.161680,A1_11,0.03
,,00116.161840,A1_56,0.031
,,00116.161920,A1_28,0.036
,,00116.162160,A1_33,0.033
,,00116.162160,A1_75,0.033
,,00116.162240,A1_21,0.039
,,00116.162240,A1_76,0.028
,,00116.162320,A1_68,0.032
,,00116.162400,A1_22,0.039
,,00116.162400,A1_85,0.033
,,00116.162480,A1_51,0.057
,,00116.162480,A1_88,0.033
,,00116.162560,A1_38,0.033
,,00116.162640,A1_74,0.021
,,00116.162640,A1_78,0.022
,,00116.162800,A1_73,0.025
,,00116.162800,A1_83,0.03
,,00116.162880,A1_14,0.023
,,00116.162880,A1_53,0.038
,,00116.162880,A1_66,0.085
,,00116.163120,A1_23,0.04
,,00116.163200,A1_15,0.036
,,00116.163200,A1_47,0.03
,,00116.163200,A1_58,0.038
,,00116.163360,A1_46,0.046
,,00116.163600,A1_26,0.025
,,00116.163600,A1_72,0.032
,,00116.163680,A1_82,0.117
,,00116.163760,A1_27,0.025
,,00116.163840,A1_36,0.03
,,00116.163840,A1_45,0.031
,,00116.163840,A1_86,0.056
,,00116.163920,A1_35,0.05
,,00116.164000,A1_57,0.092
,,00116.164160,A1_11,0.036
,,00116.164320,A1_17,0.031
,,00116.164320,A1_71,0.027
,,00116.164400,A1_33,0.072
,,00116.164400,A1_34,0.107
,,00116.164400,A1_48,0.054
,,00116.164480,A1_55,0.045
,,00116.164480,A1_76,0.063
,,00116.164560,A1_65,0.102
,,00116.164640,A1_22,0.041
,,00116.164640,A1_68,0.037
,,00116.164960,A1_25,0.035
,,00116.164960,A1_88,0.04
,,00116.165040,A1_54,0.034
,,00116.165120,A1_53,0.071
,,00116.165200,A1_24,0.043
,,00116.165680,A1_46,0.05
,,00116.165680,A1_75,0.028
,,00116.165760,A1_58,0.035
,,00116.165760,A1_78,0.049
,,00116.165840,A1_14,0.024
,,00116.166000,A1_15,0.033
,,00116.166080,A1_16,0.035
,,00116.166080,A1_26,0.045
,,00116.166080,A1_61,0.027
,,00116.166160,A1_35,0.049
,,00116.166400,A1_11,0.043
,,00116.166480,A1_13,0.027
,,00116.166480,A1_27,0.023
,,00116.166560,A1_17,0.024
,,00116.166560,A1_21,0.036
,,00116.166560,A1_67,0.132
,,00116.166640,A1_28,0.028
,,00116.166640,A1_82,0.109
,,00116.166880,A1_68,0.032
,,00116.166960,A1_57,0.03
,,00116.167040,A1_36,0.03
,,00116.167040,A1_51,0.047
,,00116.167040,A1_65,0.118
,,00116.167120,A1_34,0.024
,,00116.167280,A1_12,0.032
,,00116.167360,A1_44,0.027
,,00116.167360,A1_47,0.027
,,00116.167360,A1_71,0.045
,,00116.167440,A1_24,0.035
,,00116.167440,A1_53,0.03
,,00116.167440,A1_72,0.044
,,00116.167520,A1_55,0.049
,,00116.167600,A1_56,0.048
,,00116.167760,A1_73,0.029
,,00116.167840,A1_23,0.045
,,00116.167920,A1_85,0.026
,,00116.167920,A1_88,0.045
,,00116.168000,A1_22,0.03
,,00116.168160,A1_38,0.031
,,00116.168160,A1_86,0.024
,,00116.168560,A1_74,0.049
,,00116.168560,A1_76,0.032
,,00116.168560,A1_84,0.039
,,00116.168640,A1_35,0.056
,,00116.168640,A1_87,0.028
,,00116.168720,A1_75,0.037
,,00116.168880,A1_46,0.028
,,00116.169040,A1_18,0.035
,,00116.169040,A1_54,0.04
,,00116.169200,A1_57,0.046
,,00116.169200,A1_81,0.024
,,00116.169280,A1_21,0.023
,,00116.169360,A1_65,0.126
,,00116.169440,A1_82,0.061
,,00116.169680,A1_31,0.035
,,00116.169760,A1_51,0.098
,,00116.169840,A1_66,0.091
,,00116.170080,A1_32,0.044
,,00116.170080,A1_64,0.031
,,00116.170160,A1_88,0.015
,,00116.170240,A1_83,0.026
,,00116.170320,A1_17,0.036
,,00116.170320,A1_23,0.037
,,00116.170480,A1_47,0.034
,,00116.170480,A1_72,0.038
,,00116.170640,A1_11,0.024
,,00116.170720,A1_24,0.037
,,00116.170800,A1_36,0.026
,,00116.170800,A1_48,0.037
,,00116.170880,A1_28,0.03
,,00116.170880,A1_35,0.028
,,00116.170880,A1_73,0.027
,,00116.170960,A1_45,0.033
,,00116.170960,A1_55,0.051
,,00116.170960,A1_75,0.053
,,00116.171200,A1_42,0.019
,,00116.171200,A1_67,0.029
,,00116.171360,A1_22,0.033
,,00116.171360,A1_46,0.054
,,00116.171360,A1_76,0.053
,,00116.171440,A1_57,0.032
,,00116.171440,A1_58,0.058
,,00116.171600,A1_86,0.041
,,00116.171920,A1_65,0.03
,,00116.172000,A1_52,0.037
,,00116.172160,A1_53,0.053
,,00116.172160,A1_82,0.045
,,00116.172240,A1_51,0.048
,,00116.172240,A1_62,0.042
,,00116.172400,A1_54,0.062
,,00116.172400,A1_71,0.036
,,00116.172560,A1_78,0.035
,,00116.172720,A1_56,0.033
,,00116.172720,A1_88,0.03
,,00116.172800,A1_32,0.023
,,00116.172880,A1_18,0.048
,,00116.172880,A1_33,0.042
,,00116.172960,A1_34,0.037
,,00116.172960,A1_72,0.037
,,00116.173040,A1_24,0.033
,,00116.173040,A1_38,0.033
,,00116.173200,A1_44,0.04
,,00116.173280,A1_15,0.038
,,00116.173360,A1_48,0.036
,,00116.173440,A1_73,0.036
,,00116.173520,A1_14,0.018
,,00116.173680,A1_26,0.035
,,00116.173920,A1_67,0.148
,,00116.174080,A1_23,0.03
,,00116.174080,A1_68,0.035
,,00116.174160,A1_55,0.043
,,00116.174240,A1_76,0.034
,,00116.174240,A1_77,0.026
,,00116.174480,A1_51,0.037
,,00116.174480,A1_87,0.049
,,00116.174560,A1_27,0.027
,,00116.174560,A1_53,0.026
,,00116.174560,A1_84,0.022
,,00116.174720,A1_36,0.028
,,00116.174800,A1_11,0.07
,,00116.174800,A1_63,0.021
,,00116.174880,A1_62,0.028
,,00116.174960,A1_65,0.049
,,00116.175040,A1_88,0.033
,,00116.175200,A1_22,0.036
,,00116.175280,A1_17,0.032
,,00116.175600,A1_38,0.042
,,00116.175680,A1_64,0.026
,,00116.175760,A1_34,0.034
,,00116.176000,A1_48,0.031
,,00116.176160,A1_56,0.031
,,00116.176240,A1_24,0.045
,,00116.176240,A1_31,0.029
,,00116.176240,A1_35,0.059
,,00116.176320,A1_14,0.018
,,00116.176480,A1_23,0.032
,,00116.176560,A1_75,0.066
,,00116.176720,A1_86,0.037
,,00116.176800,A1_81,0.029
,,00116.176880,A1_67,0.035
,,00116.176960,A1_44,0.031
,,00116.176960,A1_57,0.023
,,00116.177200,A1_18,0.07
,,00116.177200,A1_32,0.023
,,00116.177200,A1_55,0.061
,,00116.177280,A1_45,0.042
,,00116.177280,A1_51,0.109
,,00116.177280,A1_68,0.037
,,00116.177360,A1_28,0.036
,,00116.177360,A1_37,0.021
,,00116.177440,A1_65,0.126
,,00116.177440,A1_76,0.04
,,00116.177520,A1_47,0.034
,,00116.177600,A1_66,0.099
,,00116.177680,A1_58,0.045
,,00116.177680,A1_74,0.052
,,00116.177920,A1_26,0.026
,,00116.177920,A1_36,0.021
,,00116.178000,A1_16,0.027
,,00116.178160,A1_84,0.037
,,00116.178320,A1_54,0.032
,,00116.178320,A1_63,0.031
,,00116.178320,A1_73,0.03
,,00116.178400,A1_52,0.038
,,00116.178400,A1_72,0.045
,,00116.178400,A1_83,0.022
,,00116.178480,A1_56,0.025
,,00116.178560,A1_11,0.039
,,00116.178640,A1_27,0.03
,,00116.178640,A1_38,0.037
,,00116.178720,A1_13,0.034
,,00116.178720,A1_82,0.155
,,00116.179120,A1_86,0.051
,,00116.179200,A1_14,0.035
,,00116.179200,A1_23,0.037
,,00116.179280,A1_31,0.034
,,00116.179280,A1_48,0.038
,,00116.179360,A1_57,0.035
,,00116.179520,A1_53,0.032
,,00116.179600,A1_12,0.036
,,00116.179600,A1_62,0.036
,,00116.179680,A1_35,0.049
,,00116.179680,A1_55,0.048
,,00116.179680,A1_65,0.126
,,00116.179920,A1_76,0.037
,,00116.180000,A1_51,0.048
,,00116.180080,A1_22,0.053
,,00116.180160,A1_34,0.042
,,00116.180160,A1_44,0.04
,,00116.180320,A1_33,0.043
,,00116.180480,A1_15,0.04
,,00116.180480,A1_67,0.124
,,00116.180720,A1_32,0.034
,,00116.180960,A1_36,0.028
,,00116.180960,A1_38,0.027
,,00116.180960,A1_83,0.021
,,00116.181040,A1_52,0.034
,,00116.181040,A1_87,0.028
,,00116.181280,A1_54,0.04
,,00116.181280,A1_72,0.04
,,00116.181440,A1_82,0.037
,,00116.181520,A1_48,0.039
,,00116.181840,A1_23,0.043
,,00116.181840,A1_57,0.037
,,00116.181840,A1_63,0.022
,,00116.181920,A1_11,0.031
,,00116.181920,A1_73,0.024
,,00116.182000,A1_45,0.02
,,00116.182080,A1_55,0.04
,,00116.182160,A1_14,0.02
,,00116.182160,A1_62,0.037
,,00116.182240,A1_51,0.045
,,00116.182400,A1_53,0.029
,,00116.182400,A1_65,0.057
,,00116.182560,A1_88,0.035
,,00116.182640,A1_35,0.037
,,00116.182720,A1_34,0.027
,,00116.182800,A1_26,0.048
,,00116.182880,A1_16,0.033
,,00116.182880,A1_24,0.033
,,00116.182880,A1_75,0.026
,,00116.183040,A1_86,0.032
,,00116.183360,A1_66,0.024
,,00116.183440,A1_22,0.027
,,00116.183520,A1_17,0.034
,,00116.183520,A1_36,0.035
,,00116.183680,A1_44,0.039
,,00116.183680,A1_56,0.038
,,00116.183840,A1_82,0.099
,,00116.184080,A1_46,0.031
,,00116.184080,A1_54,0.036
,,00116.184080,A1_67,0.035
,,00116.184160,A1_57,0.034
,,00116.184160,A1_74,0.049
,,00116.184160,A1_84,0.026
,,00116.184400,A1_18,0.048
,,00116.184400,A1_62,0.032
,,00116.184400,A1_72,0.043
,,00116.184480,A1_48,0.044
,,00116.184800,A1_11,0.033
,,00116.184800,A1_76,0.037
,,00116.184880,A1_32,0.037
,,00116.184880,A1_77,0.03
,,00116.184960,A1_58,0.049
,,00116.185040,A1_28,0.026
,,00116.185040,A1_38,0.044
,,00116.185120,A1_14,0.022
,,00116.185120,A1_65,0.032
,,00116.185360,A1_86,0.024
